scenario,product,day,mean,p5,p25,median,p75,p95
two_players,FERTILIZER,4,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,5,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,6,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,7,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,8,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,9,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,10,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,11,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,12,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,13,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,14,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,15,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,16,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,17,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,18,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,19,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,20,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,21,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,22,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,23,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,24,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,25,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,26,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,27,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,28,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,29,100.00,100.00,100.00,100.00,100.00,100.00
